UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00183,L,297.8,307.6,1623,41.9,204,0,0,0,0,0,0
376,L00184,L,300.8,310.6,1404,51.4,206,0,0,0,0,0,0
377,H00074,H,304.9,314.4,1774,37.7,211,0,0,0,0,0,0
378,L00185,L,301.6,311.5,1536,38.9,213,0,0,0,0,0,0
379,H00075,H,298.3,307.0,1659,41.4,218,0,0,0,0,0,0
380,L00186,L,302.3,312.6,1287,45.8,220,0,0,0,0,0,0
381,L00187,L,299.4,307.0,1511,33.5,222,0,0,0,0,0,0
382,M00120,M,302.7,312.7,1392,40.6,225,0,0,0,0,0,0
383,M00121,M,301.6,311.0,1452,25.0,228,0,0,0,0,0,0
384,H00076,H,294.1,305.1,1543,38.4,233,0,0,0,0,0,0
385,M00122,M,298.0,309.7,1505,46.4,3,0,0,0,0,0,0
386,H00077,H,301.9,311.6,1669,35.6,8,0,0,0,0,0,0
387,L00188,L,300.3,311.7,1715,41.1,10,0,0,0,0,0,0
388,L00189,L,298.0,307.6,1441,36.8,12,0,0,0,0,0,0
389,M00123,M,298.7,307.8,1489,34.8,15,0,0,0,0,0,0
390,H00078,H,296.2,307.9,1435,45.8,20,0,0,0,0,0,0
391,H00079,H,299.8,310.3,1654,33.7,25,0,0,0,0,0,0
392,L00190,L,304.4,314.4,1554,41.8,27,0,0,0,0,0,0
393,L00191,L,301.6,312.3,1541,41.9,29,0,0,0,0,0,0
394,M00124,M,304.4,314.7,1569,34.9,32,0,0,0,0,0,0
395,L00192,L,301.8,311.7,1507,40.9,34,0,0,0,0,0,0
396,H00080,H,302.1,310.7,1452,34.4,39,0,0,0,0,0,0
397,H00081,H,303.9,313.7,1543,43.1,44,0,0,0,0,0,0
398,L00193,L,300.8,311.4,1511,32.1,46,0,0,0,0,0,0
399,M00125,M,299.6,309.5,1573,38.0,49,0,0,0,0,0,0
400,M00126,M,302.1,313.0,1375,38.5,52,0,0,0,0,0,0
401,L00194,L,302.9,313.3,1557,46.7,54,0,0,0,0,0,0
402,H00082,H,299.0,308.2,1469,40.8,59,0,0,0,0,0,0
403,M00127,M,298.6,307.2,1553,45.7,62,0,0,0,0,0,0
404,H00083,H,300.3,310.1,1629,43.3,67,0,0,0,0,0,0
405,L00195,L,301.7,311.1,1482,43.3,69,0,0,0,0,0,0
406,H00084,H,301.6,311.9,1658,38.0,74,0,0,0,0,0,0
407,L00196,L,297.2,306.4,1364,46.1,76,0,0,0,0,0,0
408,L00197,L,303.8,313.2,1692,37.9,78,0,0,0,0,0,0
409,H00085,H,298.7,309.8,1662,29.6,83,0,0,0,0,0,0
410,L00198,L,299.5,309.6,1449,38.7,85,0,0,0,0,0,0
411,L00199,L,298.2,307.5,1450,42.7,87,0,0,0,0,0,0
412,H00086,H,305.4,315.4,1389,30.4,92,0,0,0,0,0,0
413,H00087,H,300.5,311.9,1630,34.7,97,0,0,0,0,0,0
414,M00128,M,298.3,308.6,1505,32.6,100,0,0,0,0,0,0
415,M00129,M,301.7,312.3,1498,44.7,103,0,0,0,0,0,0
416,L00200,L,301.5,310.8,1426,50.0,105,0,0,0,0,0,0
417,L00201,L,299.6,310.7,1719,38.7,107,0,0,0,0,0,0
418,L00202,L,301.7,314.0,1441,43.2,109,0,0,0,0,0,0
419,M00130,M,298.3,307.6,1540,43.0,112,0,0,0,0,0,0
420,M00131,M,299.0,307.8,1560,49.3,115,0,0,0,0,0,0
421,M00132,M,296.0,306.2,1498,36.1,118,0,0,0,0,0,0
422,M00133,M,297.4,308.2,1478,38.7,121,0,0,0,0,0,0
423,L00203,L,303.6,313.5,1501,38.0,123,0,0,0,0,0,0
424,L00204,L,303.3,312.2,1595,40.5,125,0,0,0,0,0,0
425,L00205,L,300.1,310.0,1503,55.0,127,0,0,0,0,0,0
426,M00134,M,303.3,313.9,1701,40.2,130,0,0,0,0,0,0
427,L00206,L,299.7,309.3,1460,34.9,132,0,0,0,0,0,0
428,H00088,H,299.5,310.1,1613,33.1,137,0,0,0,0,0,0
429,L00207,L,300.1,311.3,1362,47.5,139,0,0,0,0,0,0
430,L00208,L,299.8,310.0,1460,34.8,141,0,0,0,0,0,0
431,L00209,L,299.6,309.5,1456,44.0,143,0,0,0,0,0,0
432,M00135,M,302.3,313.1,1428,35.9,146,0,0,0,0,0,0
433,M00136,M,300.3,309.4,1566,32.4,149,0,0,0,0,0,0
434,L00210,L,301.4,310.5,1527,43.6,151,0,0,0,0,0,0
435,L00211,L,302.1,311.8,1310,36.2,153,0,0,0,0,0,0
436,M00137,M,300.8,310.3,1738,42.6,156,0,0,0,0,0,0
437,L00212,L,298.1,307.3,1556,43.0,158,0,0,0,0,0,0
438,H00089,H,297.3,309.1,1538,43.3,163,0,0,0,0,0,0
439,M00138,M,300.3,312.5,1669,38.4,166,0,0,0,0,0,0
440,L00213,L,299.7,309.3,1637,44.1,168,0,0,0,0,0,0
441,L00214,L,300.2,310.3,1508,34.5,170,0,0,0,0,0,0
442,H00090,H,300.0,309.8,1343,25.3,175,0,0,0,0,0,0
443,L00215,L,305.2,316.3,1594,44.2,177,0,0,0,0,0,0
444,L00216,L,297.3,308.6,1442,41.0,179,0,0,0,0,0,0
445,H00091,H,296.0,304.2,1662,36.3,184,0,0,0,0,0,0
446,H00092,H,300.7,311.1,1460,31.2,189,0,0,0,0,0,0
447,H00093,H,299.2,307.9,1493,27.8,194,0,0,0,0,0,0
448,M00139,M,300.6,312.4,1404,40.3,197,0,0,0,0,0,0
449,L00217,L,301.2,311.6,1412,49.9,199,0,0,0,0,0,0
450,L00218,L,302.6,311.7,1527,39.2,201,0,0,0,0,0,0
451,M00140,M,297.0,306.7,1518,37.8,204,0,0,0,0,0,0
452,M00141,M,298.9,308.6,1490,39.9,207,0,0,0,0,0,0
453,L00219,L,300.9,311.4,1743,53.1,209,1,0,0,1,1,0
454,H00094,H,301.5,312.6,1598,44.5,214,0,0,0,0,0,0
455,L00220,L,304.4,313.2,1539,34.4,216,0,0,0,0,0,0
456,L00221,L,301.9,313.8,1262,40.2,218,0,0,0,0,0,0
457,L00222,L,299.9,311.5,1621,42.0,220,0,0,0,0,0,0
458,L00223,L,298.2,307.3,1837,33.7,222,0,0,0,0,0,0
459,L00224,L,298.9,308.9,1519,44.6,224,0,0,0,0,0,0
460,L00225,L,298.8,310.5,1457,35.1,226,0,0,0,0,0,0
461,L00226,L,301.3,312.5,1554,30.9,228,0,0,0,0,0,0
462,M00142,M,300.5,310.2,1395,40.5,231,0,0,0,0,0,0
463,M00143,M,297.4,308.2,1584,39.5,234,0,0,0,0,0,0
464,M00144,M,299.1,312.1,1688,40.0,237,0,0,0,0,0,0
465,H00095,H,301.8,311.9,1471,35.4,5,0,0,0,0,0,0
466,L00227,L,300.7,310.1,1474,36.2,7,0,0,0,0,0,0
467,L00228,L,301.1,311.3,1530,46.8,9,0,0,0,0,0,0
468,H00096,H,300.8,311.0,1488,42.6,14,0,0,0,0,0,0
469,L00229,L,303.3,312.7,1387,34.3,16,0,0,0,0,0,0
470,H00097,H,300.5,310.9,1499,28.3,21,0,0,0,0,0,0
471,L00230,L,299.2,308.0,1479,34.5,23,0,0,0,0,0,0
472,H00098,H,298.2,307.5,1675,40.9,28,0,0,0,0,0,0
473,L00231,L,300.5,311.3,1654,36.2,30,0,0,0,0,0,0
474,H00099,H,295.1,303.4,1678,35.7,35,0,0,0,0,0,0
475,M00145,M,299.6,310.5,1618,36.5,38,0,0,0,0,0,0
476,H00100,H,299.6,307.6,1559,39.6,43,0,0,0,0,0,0
477,L00232,L,297.3,305.5,1451,44.7,45,0,0,0,0,0,0
478,M00146,M,298.1,307.6,1671,40.0,48,0,0,0,0,0,0
479,H00101,H,301.6,311.9,1573,40.4,53,0,0,0,0,0,0
480,M00147,M,300.5,311.8,1413,38.7,56,0,0,0,0,0,0
481,M00148,M,300.2,310.3,1447,37.0,59,0,0,0,0,0,0
482,M00149,M,300.6,310.4,1412,45.4,62,0,0,0,0,0,0
483,L00233,L,300.2,310.8,1333,44.5,64,0,0,0,0,0,0
484,M00150,M,302.5,311.6,1577,52.3,67,0,0,0,0,0,0
485,M00151,M,300.2,310.4,1414,43.7,70,0,0,0,0,0,0
486,H00102,H,297.1,305.9,1462,37.0,75,0,0,0,0,0,0
487,L00234,L,303.3,313.3,1542,34.6,77,0,0,0,0,0,0
488,L00235,L,300.7,310.6,1519,45.7,79,0,0,0,0,0,0
489,H00103,H,298.8,308.0,1467,35.1,84,0,0,0,0,0,0
490,H00104,H,297.5,307.7,1690,44.9,89,0,0,0,0,0,0
491,L00236,L,300.8,311.0,1385,35.4,91,0,0,0,0,0,0
492,M00152,M,299.8,310.9,1390,42.1,94,0,0,0,0,0,0
493,L00237,L,303.1,311.5,1584,33.6,96,0,0,0,0,0,0
494,L00238,L,299.3,309.2,1475,44.7,98,0,0,0,0,0,0
495,L00239,L,298.3,307.6,1471,32.6,100,0,0,0,0,0,0
496,L00240,L,301.8,312.7,1430,41.6,102,0,0,0,0,0,0
497,M00153,M,301.9,312.6,1572,38.8,105,0,0,0,0,0,0
498,L00241,L,300.3,310.8,1561,40.6,107,0,0,0,0,0,0
499,H00105,H,301.4,310.6,1550,37.6,112,0,0,0,0,0,0
500,H00106,H,299.9,310.8,1480,37.5,117,0,0,0,0,0,0
501,M00154,M,300.5,308.9,1463,40.9,120,0,0,0,0,0,0
502,M00155,M,302.3,310.6,1522,34.0,123,0,0,0,0,0,0
503,L00242,L,301.3,310.0,1635,34.0,125,0,0,0,0,0,0
504,H00107,H,299.7,309.6,1695,37.8,130,0,0,0,0,0,0
505,M00156,M,302.7,313.4,1649,37.6,133,0,0,0,0,0,0
506,L00243,L,295.3,302.3,1589,34.0,135,0,0,0,0,0,0
507,H00108,H,304.1,315.4,1636,45.5,140,0,0,0,0,0,0
508,H00109,H,296.6,306.7,1420,38.0,145,0,0,0,0,0,0
509,H00110,H,298.7,307.2,1467,38.6,150,0,0,0,0,0,0
510,M00157,M,299.9,310.0,1590,32.0,153,0,0,0,0,0,0
511,M00158,M,299.7,310.8,1526,52.4,156,0,0,0,0,0,0
512,L00244,L,302.0,312.6,1572,54.6,158,0,0,0,0,0,0
513,H00111,H,297.9,309.0,1636,35.3,163,1,0,0,0,0,1
514,H00112,H,300.5,309.2,1620,47.4,168,0,0,0,0,0,0
515,L00245,L,298.8,308.4,1429,39.4,170,0,0,0,0,0,0
516,L00246,L,300.6,309.7,1539,49.6,172,0,0,0,0,0,0
517,L00247,L,299.9,311.6,1446,42.0,174,0,0,0,0,0,0
518,H00113,H,300.2,310.8,1460,40.6,179,0,0,0,0,0,0
519,H00114,H,298.9,311.7,1367,25.0,184,0,0,0,0,0,0
520,L00248,L,299.0,308.5,1551,34.7,186,0,0,0,0,0,0
521,M00159,M,300.6,309.8,1360,40.1,189,0,0,0,0,0,0
522,L00249,L,301.9,311.7,1577,41.2,191,0,0,0,0,0,0
523,H00115,H,298.8,310.2,1674,32.7,196,0,0,0,0,0,0
524,H00116,H,298.3,307.9,1591,35.6,201,0,0,0,0,0,0
525,H00117,H,301.2,311.4,1543,43.3,206,0,0,0,0,0,0
526,L00250,L,299.9,310.0,1691,31.7,208,0,0,0,0,0,0
527,L00251,L,301.7,311.7,1571,40.8,210,0,0,0,0,0,0
528,L00252,L,298.2,307.5,1452,47.4,212,0,0,0,0,0,0
529,L00253,L,296.4,306.3,1551,42.3,214,0,0,0,0,0,0
530,H00118,H,298.9,308.8,1734,42.0,219,0,0,0,0,0,0
531,H00119,H,298.5,308.5,1429,27.9,224,0,0,0,0,0,0
532,H00120,H,299.8,310.8,1400,35.1,5,0,0,0,0,0,0
533,H00121,H,298.7,310.5,1599,52.3,10,0,0,0,0,0,0
534,M00160,M,301.5,310.6,1516,36.4,13,0,0,0,0,0,0
535,M00161,M,299.4,309.0,1485,47.6,16,0,0,0,0,0,0
536,H00122,H,300.3,309.5,1412,36.3,21,0,0,0,0,0,0
537,H00123,H,300.3,310.5,1343,38.3,26,0,0,0,0,0,0
538,L00254,L,300.4,309.9,1392,43.1,28,0,0,0,0,0,0
539,L00255,L,300.0,310.2,1699,40.6,30,0,0,0,0,0,0
540,L00256,L,301.0,312.1,1537,42.3,32,0,0,0,0,0,0
541,H00124,H,298.4,305.9,1342,35.1,37,1,0,1,0,0,0
542,M00162,M,302.8,313.3,1656,33.2,40,0,0,0,0,0,0
543,L00257,L,299.5,309.1,1661,34.7,42,0,0,0,0,0,0
544,M00163,M,297.4,307.8,1661,36.8,45,0,0,0,0,0,0
545,M00164,M,300.4,309.5,1496,38.6,48,0,0,0,0,0,0
546,L00258,L,298.3,309.5,1511,46.2,50,0,0,0,0,0,0
547,L00259,L,301.3,312.2,1552,40.5,52,0,0,0,0,0,0
548,M00165,M,304.4,315.0,1678,42.9,55,0,0,0,0,0,0
549,M00166,M,298.4,309.2,1483,40.8,58,0,0,0,0,0,0
550,M00167,M,300.7,309.9,1463,33.3,61,0,0,0,0,0,0
551,M00168,M,296.5,305.9,1608,40.1,64,0,0,0,0,0,0
552,H00125,H,300.9,311.7,1659,40.8,69,0,0,0,0,0,0
553,M00169,M,298.2,307.5,1533,44.6,72,0,0,0,0,0,0
554,M00170,M,298.8,310.2,1605,33.6,75,0,0,0,0,0,0
555,H00126,H,297.8,307.5,1549,27.8,80,0,0,0,0,0,0
556,L00260,L,301.5,312.0,1513,41.1,82,0,0,0,0,0,0
557,L00261,L,302.0,314.1,1455,42.1,84,0,0,0,0,0,0
558,L00262,L,300.0,309.3,1423,38.9,86,0,0,0,0,0,0
559,M00171,M,298.3,308.3,1477,40.2,89,0,0,0,0,0,0
560,M00172,M,303.2,314.2,1440,45.3,92,0,0,0,0,0,0
561,M00173,M,298.5,309.5,1566,37.2,95,0,0,0,0,0,0
562,L00263,L,295.7,305.3,1660,38.3,97,0,0,0,0,0,0
563,L00264,L,300.9,310.4,1558,40.5,99,0,0,0,0,0,0
564,L00265,L,297.8,307.6,1446,32.7,101,0,0,0,0,0,0
565,L00266,L,302.0,313.4,1624,39.1,103,0,0,0,0,0,0
566,M00174,M,299.2,309.0,1568,39.6,106,0,0,0,0,0,0
567,L00267,L,301.2,311.3,1587,49.8,108,0,0,0,0,0,0
568,L00268,L,302.8,312.4,1486,38.2,110,0,0,0,0,0,0
569,H00127,H,297.6,308.3,1651,41.2,115,0,0,0,0,0,0
570,L00269,L,298.9,309.0,1651,45.5,117,0,0,0,0,0,0
571,M00175,M,299.8,308.8,1520,35.0,120,0,0,0,0,0,0
572,M00176,M,303.1,312.1,1610,48.3,123,0,0,0,0,0,0
573,L00270,L,298.7,306.7,1648,50.6,125,0,0,0,0,0,0
574,M00177,M,298.8,308.0,1491,39.8,128,0,0,0,0,0,0
575,H00128,H,301.0,311.8,1530,36.8,133,0,0,0,0,0,0
576,H00129,H,298.8,310.2,1546,49.8,138,0,0,0,0,0,0
577,L00271,L,300.3,311.0,1428,44.8,140,0,0,0,0,0,0
578,H00130,H,296.9,307.5,1582,40.5,145,0,0,0,0,0,0
579,L00272,L,304.4,314.3,1640,48.6,147,0,0,0,0,0,0
580,L00273,L,297.3,308.1,1524,47.9,149,0,0,0,0,0,0
581,L00274,L,299.4,309.6,1572,38.0,151,0,0,0,0,0,0
582,H00131,H,299.9,311.7,1678,41.5,156,0,0,0,0,0,0
583,L00275,L,303.8,313.7,1497,43.5,158,0,0,0,0,0,0
584,L00276,L,297.4,308.7,1574,40.2,160,0,0,0,0,0,0
585,M00178,M,304.0,314.8,1481,31.7,163,0,0,0,0,0,0
586,L00277,L,301.5,312.2,1478,34.4,165,0,0,0,0,0,0
587,L00278,L,300.8,308.8,1572,31.9,167,0,0,0,0,0,0
588,L00279,L,298.0,309.0,1562,43.0,169,0,0,0,0,0,0
589,L00280,L,301.1,311.0,1594,32.9,171,0,0,0,0,0,0
590,L00281,L,298.6,308.1,1546,41.2,173,0,0,0,0,0,0
591,L00282,L,302.5,311.1,1585,51.0,175,0,0,0,0,0,0
592,M00179,M,298.1,308.1,1705,48.6,178,0,0,0,0,0,0
593,L00283,L,299.8,309.8,1644,29.0,180,0,0,0,0,0,0
594,L00284,L,298.9,307.6,1572,32.3,182,0,0,0,0,0,0
595,H00132,H,298.0,306.6,1588,35.3,187,0,0,0,0,0,0
596,L00285,L,301.5,312.0,1508,33.0,189,0,0,0,0,0,0
597,M00180,M,301.1,311.9,1522,30.1,192,0,0,0,0,0,0
598,L00286,L,302.4,312.6,1587,39.9,194,0,0,0,0,0,0
599,L00287,L,296.4,307.6,1547,44.2,196,0,0,0,0,0,0
600,L00288,L,302.1,312.0,1617,45.7,198,0,0,0,0,0,0
601,L00289,L,305.0,315.0,1665,37.2,200,0,0,0,0,0,0
602,L00290,L,299.1,308.2,1528,38.4,202,0,0,0,0,0,0
603,L00291,L,303.8,312.2,1337,42.1,204,1,0,1,0,0,0
604,L00292,L,299.5,311.3,1741,39.3,206,0,0,0,0,0,0
605,L00293,L,297.3,308.4,1473,44.9,208,0,0,0,0,0,0
606,L00294,L,299.4,308.0,1558,42.6,210,0,0,0,0,0,0
607,L00295,L,302.1,312.3,1611,37.7,212,0,0,0,0,0,0
608,L00296,L,298.3,308.2,1679,28.9,214,0,0,0,0,0,0
609,M00181,M,298.8,308.5,1719,49.0,217,0,0,0,0,0,0
610,M00182,M,301.2,310.8,1502,35.9,220,0,0,0,0,0,0
611,L00297,L,300.0,310.4,1657,42.1,222,0,0,0,0,0,0
612,M00183,M,301.2,312.0,1558,28.5,225,0,0,0,0,0,0
613,M00184,M,300.5,310.9,1812,39.9,228,0,0,0,0,0,0
614,L00298,L,301.0,310.8,1648,40.6,230,0,0,0,0,0,0
615,H00133,H,299.1,309.0,1520,40.9,235,0,0,0,0,0,0
616,H00134,H,300.5,311.4,1459,58.1,240,1,0,0,0,1,0
617,L00299,L,298.1,308.6,1275,36.2,2,0,0,0,0,0,0
618,L00300,L,302.6,312.6,1605,44.9,4,0,0,0,0,0,0
619,H00135,H,298.7,308.7,1639,43.1,9,0,0,0,0,0,0
620,M00185,M,302.3,312.6,1613,35.9,12,0,0,0,0,0,0
621,L00301,L,299.5,309.1,1303,44.8,14,0,0,0,0,0,0
622,L00302,L,300.4,311.2,1412,39.0,16,0,0,0,0,0,0
623,L00303,L,299.0,307.9,1586,45.3,18,0,0,0,0,0,0
624,L00304,L,298.0,307.6,1717,51.8,20,1,0,0,1,0,0
625,M00186,M,296.5,307.1,1532,40.9,23,0,0,0,0,0,0
626,L00305,L,297.9,306.8,1647,38.3,25,0,0,0,0,0,0
627,L00306,L,299.4,307.8,1435,46.3,27,0,0,0,0,0,0
628,M00187,M,300.4,310.5,1559,48.4,30,0,0,0,0,0,0
629,L00307,L,302.0,310.3,1511,34.7,32,0,0,0,0,0,0
630,L00308,L,299.1,307.8,1657,37.3,34,0,0,0,0,0,0
631,M00188,M,298.2,309.0,1484,44.1,37,0,0,0,0,0,0
632,H00136,H,297.1,306.9,1706,39.2,42,0,0,0,0,0,0
633,M00189,M,301.0,312.2,1507,34.3,45,0,0,0,0,0,0
634,M00190,M,302.8,311.6,1431,43.2,48,0,0,0,0,0,0
635,L00309,L,302.5,312.4,1434,44.0,50,0,0,0,0,0,0
636,L00310,L,301.4,311.8,1476,38.0,52,0,0,0,0,0,0
637,M00191,M,301.3,310.1,1575,40.4,55,0,0,0,0,0,0
638,L00311,L,303.4,314.4,1477,36.5,57,0,0,0,0,0,0
639,L00312,L,300.7,311.2,1456,33.4,59,0,0,0,0,0,0
640,L00313,L,301.3,309.7,1627,37.0,61,0,0,0,0,0,0
641,L00314,L,299.4,309.3,1217,40.4,63,0,0,0,0,0,0
642,L00315,L,297.3,307.7,1495,31.1,65,0,0,0,0,0,0
643,L00316,L,298.6,308.0,1405,37.5,67,0,0,0,0,0,0
644,L00317,L,300.0,308.5,1451,40.5,69,0,0,0,0,0,0
645,L00318,L,300.1,310.4,1562,47.2,71,0,0,0,0,0,0
646,H00137,H,303.9,316.1,1517,38.1,76,0,0,0,0,0,0
647,M00192,M,300.2,309.8,1508,32.5,79,0,0,0,0,0,0
648,M00193,M,302.4,313.9,1657,38.7,82,0,0,0,0,0,0
649,M00194,M,299.1,308.4,1537,36.6,85,0,0,0,0,0,0
650,L00319,L,299.4,309.6,1719,43.3,87,0,0,0,0,0,0
651,L00320,L,297.3,308.1,1609,38.0,89,0,0,0,0,0,0
652,M00195,M,298.5,308.5,1441,23.7,92,0,0,0,0,0,0
653,M00196,M,301.1,310.8,1731,62.1,95,1,0,0,1,0,0
654,M00197,M,300.0,310.7,1566,40.9,98,0,0,0,0,0,0
655,L00321,L,301.9,313.8,1725,40.5,100,0,0,0,0,0,0
656,L00322,L,300.4,310.7,1511,30.8,102,0,0,0,0,0,0
657,L00323,L,299.3,308.8,1565,31.2,104,0,0,0,0,0,0
658,L00324,L,304.3,314.1,1581,39.4,106,0,0,0,0,0,0
659,M00198,M,299.8,312.3,1521,42.0,109,0,0,0,0,0,0
660,M00199,M,302.3,312.5,1665,44.2,112,0,0,0,0,0,0
661,L00325,L,299.2,308.6,1731,41.4,114,0,0,0,0,0,0
662,H00138,H,301.4,310.3,1309,32.9,119,0,0,0,0,0,0
663,M00200,M,301.9,310.0,1619,25.0,122,0,0,0,0,0,0
664,L00326,L,300.4,310.8,1449,39.4,124,0,0,0,0,0,0
665,L00327,L,295.3,305.9,1279,36.8,126,0,0,0,0,0,0
666,L00328,L,300.0,309.6,1590,32.4,128,0,0,0,0,0,0
667,L00329,L,302.5,312.4,1590,45.0,130,0,0,0,0,0,0
668,L00330,L,301.1,309.9,1606,30.5,132,0,0,0,0,0,0
669,L00331,L,300.9,311.0,1575,43.7,134,0,0,0,0,0,0
670,L00332,L,296.6,307.0,1626,31.5,136,0,0,0,0,0,0
671,L00333,L,298.6,308.0,1478,40.8,138,0,0,0,0,0,0
672,H00139,H,300.8,312.5,1564,45.6,143,0,0,0,0,0,0
673,L00334,L,300.8,310.0,1608,38.0,145,0,0,0,0,0,0
674,M00201,M,302.4,312.7,1673,50.1,148,0,0,0,0,0,0
675,L00335,L,299.7,310.6,1542,51.5,150,0,0,0,0,0,0
676,H00140,H,300.8,310.7,1517,41.4,155,0,0,0,0,0,0
677,L00336,L,300.0,309.8,1532,43.2,157,0,0,0,0,0,0
678,L00337,L,298.0,306.6,1419,46.4,159,0,0,0,0,0,0
679,H00141,H,295.5,306.8,1615,43.3,164,0,0,0,0,0,0
680,H00142,H,300.9,310.7,1392,42.6,169,0,0,0,0,0,0
681,H00143,H,300.3,310.9,1577,36.9,174,0,0,0,0,0,0
682,L00338,L,298.8,309.4,1546,29.9,176,0,0,0,0,0,0
683,L00339,L,296.8,306.1,1383,31.7,178,0,0,0,0,0,0
684,M00202,M,301.3,311.1,1389,54.3,181,0,0,0,0,0,0
685,H00144,H,299.5,310.8,1453,41.9,186,0,0,0,0,0,0
686,M00203,M,301.1,310.0,1504,38.5,189,0,0,0,0,0,0
687,M00204,M,303.7,315.9,1686,47.6,192,0,0,0,0,0,0
688,L00340,L,295.7,305.0,1527,35.5,194,0,0,0,0,0,0
689,M00205,M,298.6,307.4,1593,43.5,197,0,0,0,0,0,0
690,L00341,L,299.6,309.7,1665,40.5,199,0,0,0,0,0,0
691,L00342,L,302.9,315.1,1645,42.8,201,0,0,0,0,0,0
692,L00343,L,296.7,304.8,1537,38.0,203,0,0,0,0,0,0
693,M00206,M,303.9,313.7,1467,34.2,206,0,0,0,0,0,0
694,L00344,L,300.3,310.7,1588,35.1,208,0,0,0,0,0,0
695,L00345,L,299.8,309.8,1469,35.3,210,0,0,0,0,0,0
696,M00207,M,299.6,310.0,1719,40.0,213,0,0,0,0,0,0
697,L00346,L,299.1,308.4,1625,30.7,215,0,0,0,0,0,0
698,M00208,M,302.1,311.5,1559,32.5,218,0,0,0,0,0,0
699,L00347,L,297.9,307.7,1589,40.8,220,0,0,0,0,0,0
700,L00348,L,300.7,309.6,1556,39.2,222,0,0,0,0,0,0
701,M00209,M,299.2,309.2,1501,41.1,225,0,0,0,0,0,0
702,L00349,L,298.5,308.1,1588,39.7,227,0,0,0,0,0,0
703,L00350,L,305.2,314.7,1514,55.1,229,1,0,0,0,1,0
704,L00351,L,300.8,311.2,1732,40.8,231,0,0,0,0,0,0
705,L00352,L,301.2,309.4,1469,37.7,233,0,0,0,0,0,0
706,H00145,H,302.3,312.0,1589,40.6,238,0,0,0,0,0,0
707,L00353,L,297.2,309.5,1460,46.1,2,0,0,0,0,0,0
708,H00146,H,303.5,312.4,1459,39.7,7,0,0,0,0,0,0
709,L00354,L,295.0,306.3,1359,44.1,9,0,0,0,0,0,0
710,M00210,M,298.5,308.5,1579,42.4,12,0,0,0,0,0,0
711,M00211,M,299.1,308.5,1485,38.3,15,0,0,0,0,0,0
712,M00212,M,301.2,309.8,1646,40.7,18,0,0,0,0,0,0
713,L00355,L,300.4,310.6,1579,49.6,20,0,0,0,0,0,0
714,L00356,L,299.7,311.1,1553,41.5,22,0,0,0,0,0,0
715,L00357,L,300.0,309.6,1397,34.1,24,0,0,0,0,0,0
716,H00147,H,298.0,308.0,1596,38.1,29,0,0,0,0,0,0
717,H00148,H,297.0,308.0,1472,27.3,34,0,0,0,0,0,0
718,H00149,H,301.5,311.8,1395,40.8,39,0,0,0,0,0,0
719,L00358,L,301.4,309.8,1581,47.9,41,0,0,0,0,0,0
720,M00213,M,303.2,313.3,1412,32.0,44,0,0,0,0,0,0
721,H00150,H,298.4,309.9,1329,40.9,49,0,0,0,0,0,0
722,L00359,L,301.4,311.3,1668,45.9,51,0,0,0,0,0,0
723,L00360,L,299.4,306.7,1482,46.5,53,0,0,0,0,0,0
724,M00214,M,302.4,312.8,1364,47.7,56,0,0,0,0,0,0
725,M00215,M,302.0,311.8,1442,28.8,59,0,0,0,0,0,0
726,H00151,H,300.4,308.6,1466,43.0,64,0,0,0,0,0,0
727,L00361,L,299.3,307.6,1652,31.0,66,0,0,0,0,0,0
728,M00216,M,301.9,312.9,1372,34.0,69,0,0,0,0,0,0
729,L00362,L,301.3,310.6,1404,44.9,71,0,0,0,0,0,0
730,L00363,L,298.6,307.7,1636,40.9,73,0,0,0,0,0,0
731,L00364,L,297.3,307.3,1493,44.4,75,0,0,0,0,0,0
732,H00152,H,299.4,308.8,1561,34.4,80,0,0,0,0,0,0
733,M00217,M,303.0,313.1,1489,48.8,83,0,0,0,0,0,0
734,M00218,M,302.3,312.1,1740,44.1,86,0,0,0,0,0,0
735,L00365,L,297.8,306.6,1409,45.3,88,0,0,0,0,0,0
736,H00153,H,297.7,307.2,1566,33.5,93,0,0,0,0,0,0
737,L00366,L,302.5,313.0,1688,47.0,95,0,0,0,0,0,0
738,H00154,H,297.7,307.8,1501,38.1,100,0,0,0,0,0,0
739,L00367,L,301.0,310.9,1463,36.3,102,0,0,0,0,0,0
740,L00368,L,298.8,310.7,1615,43.8,104,0,0,0,0,0,0
741,L00369,L,303.2,314.0,1638,43.5,106,0,0,0,0,0,0
742,L00370,L,298.5,309.3,1458,34.9,108,0,0,0,0,0,0
743,M00219,M,302.3,312.1,1684,52.3,111,1,0,0,1,0,0
744,M00220,M,300.4,310.6,1543,50.9,114,0,0,0,0,0,0
745,L00371,L,300.5,310.1,1589,43.6,116,0,0,0,0,0,0
746,H00155,H,296.1,306.8,1687,42.6,121,0,0,0,0,0,0
747,L00372,L,295.6,305.5,1615,42.0,123,0,0,0,0,0,0
748,M00221,M,299.6,309.8,1538,30.7,126,0,0,0,0,0,0
749,H00156,H,300.5,310.7,1471,40.7,131,0,0,0,0,0,0
750,M00222,M,297.7,307.7,1809,40.6,134,0,0,0,0,0,0
